WD13CD;WD13CDO;WD13NM
E05006230;36UCHL;Swainby
E05006231;36UCHM;Tanfield
E05006232;36UCHN;Thirsk
E05006233;36UCHP;Thorntons
E05006234;36UCHQ;Tollerton
E05006235;36UCHR;Topcliffe
E05006236;36UCHS;White Horse
E05006237;36UCHT;Whitestonecliffe
E05006238;36UDGL;Bilton
E05006239;36UDGM;Bishop Monkton
E05006240;36UDGN;Boroughbridge
E05006241;36UDGP;Claro
E05006242;36UDGQ;Granby
E05006243;36UDGR;Harlow Moor
E05006244;36UDGS;High Harrogate
E05006245;36UDGT;Hookstone
E05006246;36UDGU;Killinghall
E05006247;36UDGW;Kirkby Malzeard
E05006248;36UDGX;Knaresborough East
E05006249;36UDGY;Knaresborough King James
E05006250;36UDGZ;Knaresborough Scriven Park
E05006251;36UDHA;Low Harrogate
E05006252;36UDHB;Lower Nidderdale
E05006253;36UDHC;Marston Moor
E05006254;36UDHD;Mashamshire
E05006255;36UDHE;Newby
E05006256;36UDHF;New Park
E05006257;36UDHG;Nidd Valley
E05006258;36UDHH;Ouseburn
E05006259;36UDHJ;Pannal
E05006260;36UDHK;Pateley Bridge
E05006261;36UDHL;Ribston
E05006262;36UDHM;Ripon Minster
E05006263;36UDHN;Ripon Moorside
E05006264;36UDHP;Ripon Spa
E05006265;36UDHQ;Rossett
E05006266;36UDHR;Saltergate
E05006267;36UDHS;Spofforth with Lower Wharfedale
E05006268;36UDHT;Starbeck
E05006269;36UDHU;Stray
E05006270;36UDHW;Washburn
E05006271;36UDHX;Wathvale
E05006272;36UDHY;Woodfield
E05006273;36UEGD;Addlebrough
E05006274;36UEGE;Barton
E05006275;36UEGF;Bolton Castle
E05006276;36UEGG;Brompton-on-Swale and Scorton
E05006277;36UEGH;Catterick
E05006278;36UEGJ;Colburn
E05006279;36UEGK;Croft
E05006280;36UEGL;Gilling West
E05006281;36UEGM;Hawes and High Abbotside
E05006282;36UEGN;Hipswell
E05006283;36UEGP;Hornby Castle
E05006284;36UEGQ;Leyburn
E05006285;36UEGR;Lower Wensleydale
E05006286;36UEGS;Melsonby
E05006287;36UEGT;Middleham
E05006288;36UEGU;Middleton Tyas
E05006289;36UEGW;Newsham with Eppleby
E05006290;36UEGX;Penhill
E05006291;36UEGY;Reeth and Arkengarthdale
E05006292;36UEGZ;Richmond Central
E05006293;36UEHA;Richmond East
E05006294;36UEHB;Richmond West
E05006295;36UEHC;Scotton
E05006296;36UEHD;Swaledale
E05006297;36UFGF;Amotherby
E05006298;36UFGG;Ampleforth
E05006299;36UFGH;Cropton
E05006300;36UFGJ;Dales
E05006301;36UFGK;Derwent
E05006302;36UFGL;Helmsley
E05006303;36UFGM;Hovingham
E05006304;36UFGN;Kirkbymoorside
E05006305;36UFGP;Malton
E05006306;36UFGQ;Norton East
E05006307;36UFGR;Norton West
E05006308;36UFGS;Pickering East
E05006309;36UFGT;Pickering West
E05006310;36UFGU;Rillington
E05006311;36UFGW;Ryedale South West
E05006312;36UFGX;Sherburn
E05006313;36UFGY;Sheriff Hutton
E05006314;36UFGZ;Sinnington
E05006315;36UFHA;Thornton Dale
E05006316;36UFHB;Wolds
E05006317;36UGFZ;Castle
E05006318;36UGGA;Cayton
E05006319;36UGGB;Central
E05006320;36UGGC;Danby
E05006321;36UGGD;Derwent Valley
E05006322;36UGGE;Eastfield
E05006323;36UGGF;Esk Valley
E05006324;36UGGG;Falsgrave Park
E05006325;36UGGH;Filey
E05006326;36UGGJ;Fylingdales
E05006327;36UGGK;Hertford
E05006328;36UGGL;Lindhead
E05006329;36UGGM;Mayfield
E05006330;36UGGN;Mulgrave
E05006331;36UGGP;Newby
E05006332;36UGGQ;North Bay
E05006333;36UGGR;Northstead
E05006334;36UGGS;Ramshill
E05006335;36UGGT;Scalby, Hackness and Staintondale
E05006336;36UGGU;Seamer
E05006337;36UGGW;Stepney
E05006338;36UGGX;Streonshalh
E05006339;36UGGY;Weaponness
E05006340;36UGGZ;Whitby West Cliff
E05006341;36UGHA;Woodlands
E05006342;36UHGN;Appleton Roebuck
E05006343;36UHGP;Barlby
E05006344;36UHGQ;Brayton
E05006345;36UHGR;Camblesforth
E05006346;36UHGS;Cawood with Wistow
E05006347;36UHGT;Eggborough
E05006348;36UHGU;Fairburn with Brotherton
E05006349;36UHGW;Hambleton
E05006350;36UHGX;Hemingbrough
E05006351;36UHGY;Monk Fryston and South Milford
E05006352;36UHGZ;North Duffield
E05006353;36UHHA;Riccall with Escrick
E05006354;36UHHB;Saxton and Ulleskelf
E05006355;36UHHC;Selby North
E05006356;36UHHD;Selby South
E05006357;36UHHE;Selby West
E05006358;36UHHF;Sherburn in Elmet
E05006359;36UHHG;Tadcaster East
E05006360;36UHHH;Tadcaster West
E05006361;36UHHJ;Whitley
E05006362;37UBFR;Hucknall Central
E05006363;37UBFS;Hucknall East
E05006364;37UBFT;Hucknall North
E05006365;37UBFU;Hucknall West
E05006366;37UBFW;Jacksdale
E05006367;37UBFX;Kirkby in Ashfield Central
E05006368;37UBFY;Kirkby in Ashfield East
E05006369;37UBFZ;Kirkby in Ashfield West
E05006370;37UBGA;Selston
E05006371;37UBGB;Sutton in Ashfield Central
E05006372;37UBGC;Sutton in Ashfield East
E05006373;37UBGD;Sutton in Ashfield North
E05006374;37UBGE;Sutton in Ashfield West
E05006375;37UBGF;Underwood
E05006376;37UBGG;Woodhouse
E05006377;37UCGE;Beckingham
E05006378;37UCGF;Blyth
E05006379;37UCGG;Carlton
E05006380;37UCGH;Clayworth
E05006381;37UCGJ;East Markham
E05006382;37UCGK;East Retford East
E05006383;37UCGL;East Retford North
E05006384;37UCGM;East Retford South
E05006385;37UCGN;East Retford West
E05006386;37UCGP;Everton
E05006387;37UCGQ;Harworth
E05006388;37UCGR;Langold
E05006389;37UCGS;Misterton
E05006390;37UCGT;Rampton
E05006391;37UCGU;Ranskill
E05006392;37UCGW;Sturton
E05006393;37UCGX;Sutton
E05006394;37UCGY;Tuxford and Trent
E05006395;37UCGZ;Welbeck
E05006396;37UCHA;Worksop East
E05006397;37UCHB;Worksop North
E05006398;37UCHC;Worksop North East
E05006399;37UCHD;Worksop North West
E05006400;37UCHE;Worksop South
E05006401;37UCHF;Worksop South East
E05006402;37UDFY;Attenborough
E05006403;37UDFZ;Awsworth
E05006404;37UDGA;Beeston Central
E05006405;37UDGB;Beeston North
E05006406;37UDGC;Beeston Rylands
E05006407;37UDGD;Beeston West
E05006408;37UDGE;Bramcote
E05006409;37UDGF;Brinsley
E05006410;37UDGG;Chilwell East
E05006411;37UDGH;Chilwell West
E05006412;37UDGJ;Cossall and Kimberley
E05006413;37UDGK;Eastwood North and Greasley (Beauvale)
E05006414;37UDGL;Eastwood South
E05006415;37UDGM;Greasley (Giltbrook and Newthorpe)
E05006416;37UDGN;Nuthall East and Strelley
E05006417;37UDGP;Nuthall West and Greasley (Watnall)
E05006418;37UDGQ;Stapleford North
E05006419;37UDGR;Stapleford South East
E05006420;37UDGS;Stapleford South West
E05006421;37UDGT;Toton and Chilwell Meadows
E05006422;37UDGU;Trowell
E05006423;37UEGB;Bestwood Village
E05006424;37UEGC;Bonington
E05006425;37UEGD;Burton Joyce and Stoke Bardolph
E05006426;37UEGE;Calverton
E05006427;37UEGF;Carlton
E05006428;37UEGG;Carlton Hill
E05006429;37UEGH;Daybrook
E05006430;37UEGJ;Gedling
E05006431;37UEGK;Killisick
E05006432;37UEGL;Kingswell
E05006433;37UEGM;Lambley
E05006434;37UEGN;Mapperley Plains
E05006435;37UEGP;Netherfield and Colwick
E05006436;37UEGQ;Newstead
E05006437;37UEGR;Phoenix
E05006438;37UEGS;Porchester
E05006439;37UEGT;Ravenshead
E05006440;37UEGU;St James
E05006441;37UEGW;St Marys
E05006442;37UEGX;Valley
E05006443;37UEGY;Woodborough
E05006444;37UEGZ;Woodthorpe
E05008857;37UFGQ;Abbott
E05008858;37UFGR;Berry Hill
E05008859;37UFGS;Brick Kiln
E05008860;37UFGT;Broomhill
E05008861;37UFGU;Bull Farm and Pleasley Hill
E05008862;37UFGW;Carr Bank
E05008863;37UFGX;Eakring
E05008864;37UFGY;Grange Farm
E05008865;37UFGZ;Holly
E05008866;37UFHA;Hornby
E05008867;37UFHB;Kings Walk
E05008868;37UFHC;Kingsway
E05008869;37UFHD;Ladybrook
E05008870;37UFHE;Lindhurst
E05008871;37UFHF;Ling Forest
E05008872;37UFHG;Manor
E05008873;37UFHH;Market Warsop
E05008874;37UFHJ;Maun Valley
E05008875;37UFHK;Meden
E05008876;37UFHL;Netherfield
E05008877;37UFHM;Newgate
E05008878;37UFHN;Newlands
E05008879;37UFHP;Oak Tree
E05008880;37UFHQ;Oakham
E05008881;37UFHR;Park Hall
E05008882;37UFHS;Peafields
E05008883;37UFHT;Penniment
E05008884;37UFHU;Portland
E05008885;37UFHW;Racecourse
E05008886;37UFHX;Ransom Wood
E05008887;37UFHY;Sandhurst
E05008888;37UFHZ;Sherwood
E05008889;37UFJA;Warsop Carrs
E05008890;37UFJB;Woodhouse
E05008891;37UFJC;Woodlands
E05008892;37UFJD;Yeoman Hill
E05006464;37UGHL;Balderton North
E05006465;37UGHM;Balderton West
E05006466;37UGHN;Beacon
E05006467;37UGHP;Blidworth
E05006468;37UGHQ;Boughton
E05006469;37UGHR;Bridge
E05006470;37UGHS;Castle
E05006471;37UGHT;Caunton
E05006472;37UGHU;Clipstone
E05006473;37UGHW;Collingham and Meering
E05006474;37UGHX;Devon
E05006475;37UGHY;Edwinstowe
E05006476;37UGHZ;Farndon
E05006477;37UGJA;Farnsfield and Bilsthorpe
E05006478;37UGJB;Lowdham
E05006479;37UGJC;Magnus
E05006480;37UGJD;Muskham
E05006481;37UGJE;Ollerton
E05006482;37UGJF;Rainworth
E05006483;37UGJG;Southwell East
E05006484;37UGJH;Southwell North
E05006485;37UGJJ;Southwell West
E05006486;37UGJK;Sutton-on-Trent
E05006487;37UGJL;Trent
E05006488;37UGJM;Winthorpe
E05006489;37UJGG;Abbey
E05006490;37UJGH;Bingham East
E05006491;37UJGJ;Bingham West
E05006492;37UJGK;Compton Acres
E05006493;37UJGL;Cotgrave
E05006494;37UJGM;Cranmer
E05006495;37UJGN;Edwalton Village
E05006496;37UJGP;Gamston
E05006497;37UJGQ;Gotham
E05006498;37UJGR;Keyworth North
E05006499;37UJGS;Keyworth South
E05006500;37UJGT;Lady Bay
E05006501;37UJGU;Leake
E05006502;37UJGW;Lutterell
E05006503;37UJGX;Manvers
E05006504;37UJGY;Melton
E05006505;37UJGZ;Musters
E05006506;37UJHA;Nevile
E05006507;37UJHB;Oak
E05006508;37UJHC;Ruddington
E05006509;37UJHD;Soar Valley
E05006510;37UJHE;Stanford
E05006511;37UJHF;Thoroton
E05006512;37UJHG;Tollerton
E05006513;37UJHH;Trent
E05006514;37UJHJ;Trent Bridge
E05006515;37UJHK;Wiverton
E05006516;37UJHL;Wolds
E05006517;38UBGJ;Adderbury
E05006518;38UBGK;Ambrosden and Chesterton
E05006519;38UBGL;Banbury Calthorpe
E05006520;38UBGM;Banbury Easington
E05006521;38UBGN;Banbury Grimsbury and Castle
E05006522;38UBGP;Banbury Hardwick
E05006523;38UBGQ;Banbury Neithrop
E05006524;38UBGR;Banbury Ruscote
E05006525;38UBGS;Bicester East
E05006526;38UBGT;Bicester North
E05006527;38UBGU;Bicester South
E05006528;38UBGW;Bicester Town
E05006529;38UBGX;Bicester West
E05006530;38UBGY;Bloxham and Bodicote
E05006531;38UBGZ;Caversfield
E05006532;38UBHA;Cropredy
E05006533;38UBHB;Deddington
E05006534;38UBHC;Fringford
E05006535;38UBHD;Hook Norton
E05006536;38UBHE;Kidlington North
E05006537;38UBHF;Kidlington South
E05006538;38UBHG;Kirtlington
E05006539;38UBHH;Launton
E05006540;38UBHJ;Otmoor
E05006541;38UBHK;Sibford
E05006542;38UBHL;The Astons and Heyfords
E05006543;38UBHM;Wroxton
E05006544;38UBHN;Yarnton, Gosford and Water Eaton
E05006545;38UCFT;Barton and Sandhills
E05006546;38UCFU;Blackbird Leys
E05006547;38UCFW;Carfax
E05006548;38UCFX;Churchill
E05006549;38UCFY;Cowley
E05006550;38UCFZ;Cowley Marsh
E05006551;38UCGA;Headington
E05006552;38UCGB;Headington Hill and Northway
E05006553;38UCGC;Hinksey Park
E05006554;38UCGD;Holywell
E05006555;38UCGE;Iffley Fields
E05006556;38UCGF;Jericho and Osney
E05006557;38UCGG;Littlemore
E05006558;38UCGH;Lye Valley
E05006559;38UCGJ;Marston
E05006560;38UCGK;North
E05006561;38UCGL;Northfield Brook
E05006562;38UCGM;Quarry and Risinghurst
E05006563;38UCGN;Rose Hill and Iffley
E05006564;38UCGP;St Clement's
E05006565;38UCGQ;St Margaret's
E05006566;38UCGR;St Mary's
E05006567;38UCGS;Summertown
E05006568;38UCGT;Wolvercote
E05006569;38UDGK;Aston Rowant
E05006570;38UDGL;Benson
E05006571;38UDGM;Berinsfield
E05006572;38UDGN;Brightwell
E05006573;38UDGP;Chalgrove
E05006574;38UDGQ;Chiltern Woods
E05006575;38UDGR;Chinnor
E05006576;38UDGS;Cholsey and Wallingford South
E05006577;38UDGT;Crowmarsh
E05006578;38UDGU;Didcot All Saints
E05006579;38UDGW;Didcot Ladygrove
E05006580;38UDGX;Didcot Northbourne
E05006581;38UDGY;Didcot Park
E05006582;38UDGZ;Forest Hill and Holton
E05006583;38UDHA;Garsington
E05006584;38UDHB;Goring
E05006585;38UDHC;Great Milton
E05006586;38UDHD;Hagbourne
E05006587;38UDHE;Henley North
E05006588;38UDHF;Henley South
E05006589;38UDHG;Sandford
E05006590;38UDHH;Shiplake
E05006591;38UDHJ;Sonning Common
E05006592;38UDHK;Thame North
E05006593;38UDHL;Thame South
E05006594;38UDHM;Wallingford North
E05006595;38UDHN;Watlington
E05006596;38UDHP;Wheatley
E05006597;38UDHQ;Woodcote
E05006598;38UEGJ;Abingdon Abbey and Barton
E05006599;38UEGK;Abingdon Caldecott
E05006600;38UEGL;Abingdon Dunmore
E05006601;38UEGM;Abingdon Fitzharris
E05006602;38UEGN;Abingdon Northcourt
E05006603;38UEGP;Abingdon Ock Meadow
E05006604;38UEGQ;Abingdon Peachcroft
E05006605;38UEGR;Appleton and Cumnor
E05006606;38UEGS;Blewbury and Upton
E05006607;38UEGT;Craven
E05006608;38UEGU;Drayton
E05006609;38UEGW;Faringdon and The Coxwells
E05006610;38UEGX;Greendown
E05006611;38UEGY;Grove
E05006612;38UEGZ;Hanneys
E05006613;38UEHA;Harwell
E05006614;38UEHB;Hendreds
E05006615;38UEHC;Kennington and South Hinksey
E05006616;38UEHD;Kingston Bagpuize with Southmoor
E05006617;38UEHE;Longworth
E05006618;38UEHF;Marcham and Shippon
E05006619;38UEHG;North Hinksey and Wytham
E05006620;38UEHH;Radley
E05006621;38UEHJ;Shrivenham
E05006622;38UEHK;Stanford
E05006623;38UEHL;Sunningwell and Wootton
E05006624;38UEHM;Sutton Courtenay and Appleford
E05006625;38UEHN;Wantage Charlton
E05006626;38UEHP;Wantage Segsbury
E05006627;38UFGL;Alvescot and Filkins
E05006628;38UFGM;Ascott and Shipton
E05006629;38UFGN;Bampton and Clanfield
E05006630;38UFGP;Brize Norton and Shilton
E05006631;38UFGQ;Burford
E05006632;38UFGR;Carterton North East
E05006633;38UFGS;Carterton North West
E05006634;38UFGT;Carterton South
E05006635;38UFGU;Chadlington and Churchill
E05006636;38UFGW;Charlbury and Finstock
E05006637;38UFGX;Chipping Norton
E05006638;38UFGY;Ducklington
E05006639;38UFGZ;Eynsham and Cassington
E05006640;38UFHA;Freeland and Hanborough
E05006641;38UFHB;Hailey, Minster Lovell and Leafield
E05006642;38UFHC;Kingham, Rollright and Enstone
E05006643;38UFHD;Milton-under-Wychwood
E05006644;38UFHE;North Leigh
E05006645;38UFHF;Standlake, Aston and Stanton Harcourt
E05006646;38UFHG;Stonesfield and Tackley
E05006647;38UFHH;The Bartons
E05006648;38UFHJ;Witney Central
E05006649;38UFHK;Witney East
E05006650;38UFHL;Witney North
E05006651;38UFHM;Witney South
E05006652;38UFHN;Witney West
E05006653;38UFHP;Woodstock and Bladon
E05006760;40UBHY;Ammerdown
E05006761;40UBHZ;Ashwick, Chilcompton and Stratton
E05006762;40UBJA;Beckington and Selwood
E05006763;40UBJB;Butleigh and Baltonsborough
E05006764;40UBJC;Chewton Mendip and Ston Easton
E05006765;40UBJD;Coleford and Holcombe
E05006766;40UBJE;Cranmore, Doulting and Nunney
E05006767;40UBJF;Creech
E05006768;40UBJG;Croscombe and Pilton
E05006769;40UBJH;Frome Berkley Down
E05006770;40UBJJ;Frome College
E05006771;40UBJK;Frome Keyford
E05006772;40UBJL;Frome Market
E05006773;40UBJM;Frome Oakfield
E05006774;40UBJN;Frome Park
E05006775;40UBJP;Glastonbury St Benedict's
E05006776;40UBJQ;Glastonbury St Edmund's
E05006777;40UBJR;Glastonbury St John's
E05006778;40UBJS;Glastonbury St Mary's
E05006779;40UBJT;Moor
E05006780;40UBJU;Postlebury
E05006781;40UBJW;Rode and Norton St Philip
E05006782;40UBJX;Rodney and Westbury
E05006783;40UBJY;St Cuthbert Out North
E05006784;40UBJZ;Shepton East
E05006785;40UBKA;Shepton West
E05006786;40UBKB;Street North
E05006787;40UBKC;Street South
E05006788;40UBKD;Street West
E05006789;40UBKE;The Pennards and Ditcheat
E05006790;40UBKF;Wells Central
E05006791;40UBKG;Wells St Cuthbert's
E05006792;40UBKH;Wells St Thomas'
E05006793;40UBKJ;Wookey and St Cuthbert Out West
E05008893;40UCHL;Axevale
E05008894;40UCHM;Berrow
E05008895;40UCHN;Bridgwater Dunwear
E05008896;40UCHP;Bridgwater Eastover
E05008897;40UCHQ;Bridgwater Fairfax
E05008898;40UCHR;Bridgwater Hamp
E05008899;40UCHS;Bridgwater Victoria
E05008900;40UCHT;Bridgwater Westover
E05008901;40UCHU;Bridgwater Wyndham
E05008902;40UCHW;Burnham Central
E05008903;40UCHX;Burnham North
E05008904;40UCHY;Cannington and Wembdon
E05008905;40UCHZ;Cheddar and Shipham
E05008906;40UCJA;East Polden
E05008907;40UCJB;Highbridge and Burnham Marine
E05008908;40UCJC;Huntspill and Pawlett
E05008909;40UCJD;King's Isle
E05008910;40UCJE;Knoll
E05008911;40UCJF;North Petherton
E05008912;40UCJG;Puriton and Woolavington
E05008913;40UCJH;Quantocks
E05008914;40UCJJ;Wedmore and Mark
E05008915;40UCJK;West Polden
E05006819;40UDJP;Blackdown
E05006820;40UDJQ;Blackmoor Vale
E05006821;40UDJR;Bruton
E05006822;40UDJS;Brympton
E05006823;40UDJT;Burrow Hill
E05006824;40UDJU;Camelot
E05006825;40UDJW;Cary
E05006826;40UDJX;Chard Avishayes
E05006827;40UDJY;Chard Combe
E05006828;40UDJZ;Chard Crimchard
E05006829;40UDKA;Chard Holyrood
E05006830;40UDKB;Chard Jocelyn
E05006831;40UDKC;Coker
E05006832;40UDKD;Crewkerne
E05006833;40UDKE;Curry Rivel
E05006834;40UDKF;Eggwood
E05006835;40UDKG;Hamdon
E05006836;40UDKH;Ilminster
E05006837;40UDKJ;Islemoor
E05006838;40UDKK;Ivelchester
E05006839;40UDKL;Langport and Huish
E05006840;40UDKM;Martock
E05006841;40UDKN;Milborne Port
E05006842;40UDKP;Neroche
E05006843;40UDKQ;Northstone
E05006844;40UDKR;Parrett
E05006845;40UDKS;St Michael's
E05006846;40UDKT;South Petherton
E05006847;40UDKU;Tatworth and Forton
E05006848;40UDKW;Tower
E05006849;40UDKX;Turn Hill
E05006850;40UDKY;Wessex
E05006851;40UDKZ;Wincanton
E05006852;40UDLA;Windwhistle
E05006853;40UDLB;Yeovil Central
E05006854;40UDLC;Yeovil East
E05006855;40UDLD;Yeovil South
E05006856;40UDLE;Yeovil West
E05006857;40UDLF;Yeovil Without
E05006858;40UEHM;Bishop's Hull
E05006859;40UEHN;Bishop's Lydeard
E05006860;40UEHP;Blackdown
E05006861;40UEHQ;Bradford-on-Tone
E05006862;40UEHR;Comeytrowe
E05006863;40UEHS;Milverton and North Deane
E05006864;40UEHT;Monument
E05006865;40UEHU;Neroche
E05006866;40UEHW;North Curry and Stoke St Gregory
E05006867;40UEHX;Norton Fitzwarren
E05006868;40UEHY;Ruishton and Creech
E05006869;40UEHZ;Staplegrove
E05006870;40UEJA;Taunton Blackbrook and Holway
E05006871;40UEJB;Taunton Eastgate
E05006872;40UEJC;Taunton Fairwater
E05006873;40UEJD;Taunton Halcon
E05006874;40UEJE;Taunton Killams and Mountfield
E05006875;40UEJF;Taunton Lyngford
E05006876;40UEJG;Taunton Manor and Wilton
E05006877;40UEJH;Taunton Pyrland and Rowbarton
E05006878;40UEJJ;Trull
E05006879;40UEJK;Wellington East
E05006880;40UEJL;Wellington North
E05006881;40UEJM;Wellington Rockwell Green and West
E05006882;40UEJN;West Monkton
E05006883;40UEJP;Wiveliscombe and West Deane
E05008916;40UFGQ;Alcombe
E05008917;40UFGR;Brendon Hills
E05008918;40UFGS;Carhampton and Withycombe
E05008919;40UFGT;Crowcombe and Stogumber
E05008920;40UFGU;Dulverton and District
E05008921;40UFGW;Dunster and Timberscombe
E05008922;40UFGX;Greater Exmoor
E05008923;40UFGY;Minehead Central
E05008924;40UFGZ;Minehead North
E05008925;40UFHA;Minehead South
E05008926;40UFHB;Old Cleeve
E05008927;40UFHC;Porlock and District
E05008928;40UFHD;Quantock Vale
E05008929;40UFHE;Watchet
E05008930;40UFHF;West Quantock
E05008931;40UFHG;Williton
E05006902;41UBFR;Brereton and Ravenhill
E05006903;41UBFS;Cannock East
E05006904;41UBFT;Cannock North
E05006905;41UBFU;Cannock South
E05006906;41UBFW;Cannock West
E05006907;41UBFX;Etching Hill and The Heath
E05006908;41UBFY;Hagley
E05006909;41UBFZ;Hawks Green
E05006910;41UBGA;Heath Hayes East and Wimblebury
E05006911;41UBGB;Hednesford Green Heath
E05006912;41UBGC;Hednesford North
E05006913;41UBGD;Hednesford South
E05006914;41UBGE;Norton Canes
E05006915;41UBGF;Rawnsley
E05006916;41UBGG;Western Springs
E05006917;41UCGC;Abbey
E05006918;41UCGD;Anglesey
E05006919;41UCGE;Bagots
E05006920;41UCGF;Branston
E05006921;41UCGG;Brizlincote
E05006922;41UCGH;Burton
E05006923;41UCGJ;Churnet
E05006924;41UCGK;Crown
E05006925;41UCGL;Eton Park
E05006926;41UCGM;Heath
E05006927;41UCGN;Horninglow
E05006928;41UCGP;Needwood
E05006929;41UCGQ;Rolleston on Dove
E05006930;41UCGR;Shobnall
E05006931;41UCGS;Stapenhill
E05006932;41UCGT;Stretton
E05006933;41UCGU;Town
E05006934;41UCGW;Tutbury and Outwoods
E05006935;41UCGX;Weaver
E05006936;41UCGY;Winshill
E05006937;41UCGZ;Yoxall
E05006938;41UDGE;All Saints
E05006939;41UDGF;Alrewas and Fradley
E05006940;41UDGG;Armitage with Handsacre
E05006941;41UDGH;Boley Park
E05006942;41UDGJ;Boney Hay
E05006943;41UDGK;Bourne Vale
E05006944;41UDGL;Burntwood Central
E05006945;41UDGM;Chadsmead
E05006946;41UDGN;Chase Terrace
E05006947;41UDGP;Chasetown
E05006948;41UDGQ;Colton and Mavesyn Ridware
E05006949;41UDGR;Curborough
E05006950;41UDGS;Fazeley
E05006951;41UDGT;Hammerwich
E05006952;41UDGU;Highfield
E05006953;41UDGW;King's Bromley
E05006954;41UDGX;Leomansley
E05006955;41UDGY;Little Aston
E05006956;41UDGZ;Longdon
E05006957;41UDHA;Mease and Tame
E05006958;41UDHB;St John's
E05006959;41UDHC;Shenstone
E05006960;41UDHD;Stonnall
E05006961;41UDHE;Stowe
E05006962;41UDHF;Summerfield
E05006963;41UDHG;Whittington
E05006964;41UEGA;Audley and Bignall End
E05006965;41UEGB;Bradwell
E05006966;41UEGC;Butt Lane
E05006967;41UEGD;Chesterton
E05006968;41UEGE;Clayton
E05006969;41UEGF;Cross Heath
E05006970;41UEGG;Halmerend
E05006971;41UEGH;Holditch
E05006972;41UEGJ;Keele
E05006973;41UEGK;Kidsgrove
E05006974;41UEGL;Knutton and Silverdale
E05006975;41UEGM;Loggerheads and Whitmore
E05006976;41UEGN;Madeley
E05006977;41UEGP;May Bank
E05006978;41UEGQ;Newchapel
E05006979;41UEGR;Porthill
E05006980;41UEGS;Ravenscliffe
E05006981;41UEGT;Seabridge
E05006982;41UEGU;Silverdale and Parksite
E05006983;41UEGW;Talke
E05006984;41UEGX;Thistleberry
E05006985;41UEGY;Town
E05006986;41UEGZ;Westlands
E05006987;41UEHA;Wolstanton
E05006988;41UFHM;Bilbrook
E05006989;41UFHN;Brewood and Coven
E05006990;41UFHP;Cheslyn Hay North and Saredon
E05006991;41UFHQ;Cheslyn Hay South
E05006992;41UFHR;Codsall North
E05006993;41UFHS;Codsall South
E05006994;41UFHT;Essington
E05006995;41UFHU;Featherstone and Shareshill
E05006996;41UFHW;Great Wyrley Landywood
E05006997;41UFHX;Great Wyrley Town
E05006998;41UFHY;Himley and Swindon
E05006999;41UFHZ;Huntington and Hatherton
E05007000;41UFJA;Kinver
E05007001;41UFJB;Pattingham and Patshull
E05007002;41UFJC;Penkridge North East and Acton Trussell
E05007003;41UFJD;Penkridge South East
E05007004;41UFJE;Penkridge West
E05007005;41UFJF;Perton Dippons
E05007006;41UFJG;Perton East
E05007007;41UFJH;Perton Lakeside
E05007008;41UFJJ;Trysull and Seisdon
E05007009;41UFJK;Wheaton Aston, Bishopswood and Lapley
E05007010;41UFJL;Wombourne North and Lower Penn
E05007011;41UFJM;Wombourne South East
E05007012;41UFJN;Wombourne South West
E05007013;41UGGH;Barlaston and Oulton
E05007014;41UGGJ;Baswich
E05007015;41UGGK;Chartley
E05007016;41UGGL;Church Eaton
E05007017;41UGGM;Common
E05007018;41UGGN;Coton
E05007019;41UGGP;Eccleshall
E05007020;41UGGQ;Forebridge
E05007021;41UGGR;Fulford
E05007022;41UGGS;Gnosall and Woodseaves
E05007023;41UGGT;Haywood and Hixon
E05007024;41UGGU;Highfields and Western Downs
E05007025;41UGGW;Holmcroft
E05007026;41UGGX;Littleworth
E05007027;41UGGY;Manor
E05007028;41UGGZ;Milford
E05007029;41UGHA;Milwich
E05007030;41UGHB;Penkside
E05007031;41UGHC;Rowley
E05007032;41UGHD;St. Michael's
E05007033;41UGHE;Seighford
E05007034;41UGHF;Stonefield and Christchurch
E05007035;41UGHG;Swynnerton
E05007036;41UGHH;Tillington
E05007037;41UGHJ;Walton
E05007038;41UGHK;Weeping Cross
E05007039;41UHGF;Alton
E05007040;41UHGG;Bagnall and Stanley
E05007041;41UHGH;Biddulph East
E05007042;41UHGJ;Biddulph Moor
E05007043;41UHGK;Biddulph North
E05007044;41UHGL;Biddulph South
E05007045;41UHGM;Biddulph West
E05007046;41UHGN;Brown Edge and Endon
E05007047;41UHGP;Caverswall
E05007048;41UHGQ;Cellarhead
E05007049;41UHGR;Cheadle North East
E05007050;41UHGS;Cheadle South East
E05007051;41UHGT;Cheadle West
E05007052;41UHGU;Checkley
E05007053;41UHGW;Cheddleton
E05007054;41UHGX;Churnet
E05007055;41UHGY;Dane
E05007056;41UHGZ;Forsbrook
E05007057;41UHHA;Hamps Valley
E05007058;41UHHB;Horton
E05007059;41UHHC;Ipstones
E05007060;41UHHD;Leek East
E05007061;41UHHE;Leek North
E05007062;41UHHF;Leek South
E05007063;41UHHG;Leek West
E05007064;41UHHH;Manifold
E05007065;41UHHJ;Werrington
E05007066;41UKFL;Amington
E05007067;41UKFM;Belgrave
E05007068;41UKFN;Bolehall
E05007069;41UKFP;Castle
E05007070;41UKFQ;Glascote
E05007071;41UKFR;Mercian
E05007072;41UKFS;Spital
E05007073;41UKFT;Stonydelph
E05007074;41UKFU;Trinity
